Author,Chapter,Reference,Type,Intertextual_function,Semantic
Acton,1,Solon,Nominal,['4'],Neutral
Acton,1,Attic orators,Thematic,['2'],Positive
Acton,15,Histoire Intime,Nominal,['1'],Neutral
Acton,15,Neander,Nominal,['3'],Neutral
Acton,15,Mr. Lea,Nominal,['1'],Neutral
Acton,15,Constantinus _Vita S.,Nominal,['1'],Neutral
Acton,15,Echard _Scriptores O.P._,Nominal,['1'],Neutral
Acton,15,Bzovius,Nominal,['1'],Neutral
Acton,15,Malvenda,Nominal,['1'],Neutral
Acton,15,Fontana,Nominal,['1'],Neutral
Acton,15,Percin,Nominal,['1'],Neutral
Acton,15,Mamachi,Nominal,['1'],Neutral
Acton,15,_Acta Sanctorum_,Nominal,['1'],Neutral
Acton,15,Innocent III,Nominal,['1'],Neutral
Acton,15,Saint Dominic,Nominal,['2'],Neutral
Acton,15,Dominicans,Nominal,['1'],Neutral
Acton,15,Cistercians,Nominal,['1'],Neutral
Acton,15,Jesuits,Nominal,['1'],Neutral
Acton,15,Fontana _Monumenta Dominicana_,Nominal,['2'],Neutral
Acton,15,Fra Moneta,Nominal,['2'],Neutral
Acton,15,Guala,Nominal,['2'],Neutral
Acton,15,P.F. Guidottus de Sexto,Nominal,['2'],Neutral
Acton,15,Gregorio Papa IX,Nominal,['2'],Neutral
Acton,15,Franchina _Inquisizione,Nominal,['1'],Neutral
Acton,14,Romanorum Pontificum,Nominal,['3'],Negative
Acton,14,Honorius Papa,Verbal,['3'],Negative
Acton,14,Romani Pontifices et,Thematic,['3'],Neutral
Acton,6,Christianity,Nominal,['2'],Positive
Acton,6,Pagan Monarchy,Nominal,['2'],Neutral
Acton,6,Rationalist Democracy,Nominal,['2'],Neutral
Acton,6,Greeks,Nominal,['3'],Negative
Acton,6,Jews,Nominal,['3'],Negative
Acton,15,Havet,Nominal,['2'],Neutral
Acton,15,Ficker,Nominal,['3'],Neutral
Acton,15,Guala,Nominal,['3'],Negative
Acton,15,Frederic II,Nominal,['2'],Neutral
Acton,15,Bern. Guidonis,Nominal,['2'],Neutral
Acton,15,Honorius,Nominal,['2'],Neutral
Acton,15,Innocent,Nominal,['2'],Neutral
Acton,15,Montfort,Nominal,['1'],Neutral
Acton,15,Master Conrad,Nominal,['1'],Neutral
Acton,15,Archbishop of Magdeburg,Nominal,['1'],Neutral
Acton,15,Charles Krauthammer,Nominal,['4'],Neutral
Acton,1,Pallas,Nominal,['2'],Neutral
Acton,1,Sun god,Verbal,['2'],Neutral
Acton,1,Philosophers of the Porch,Thematic,['4'],Positive
Acton,1,Academy,Nominal,['4'],Positive
Acton,14,Multiplices,Nominal,['1'],Neutral
Acton,14,Strossmayer,Verbal,['2'],Neutral
Acton,14,Hefele,Thematic,['3'],Positive
Acton,8,Mr. Goldwin Smith,Nominal,['3'],Neutral
Acton,8,Orange party,Nominal,['1'],Neutral
Acton,8,Catholics,Nominal,['2'],Neutral
Acton,8,Protestants,Nominal,['2'],Neutral
Acton,8,Popes,Nominal,['3'],Negative
Acton,13,Freiheit der Wissenschaft,Nominal,['1'],Neutral
Acton,13,Athenäum,Nominal,['1'],Neutral
Acton,13,Einleitung,Nominal,['1'],Neutral
Acton,1,Unidentified,Nominal,['1'],Neutral
Acton,8,Unidentified,Nominal,['1'],Neutral
Acton,17,Bonald,Nominal,['2'],Neutral
Acton,17,De Maistre,Nominal,['2'],Neutral
Acton,17,English divines,Nominal,['1'],Neutral
Acton,17,"Bishop of Gloucester
and Bristol",Nominal,['1'],Neutral
Acton,17,Scottish professor—Reid,Nominal,['1'],Neutral
Acton,17,Lamennais,Nominal,['1'],Positive
Acton,17,Bible,Nominal,['1'],Neutral
Acton,17,New Testament,Nominal,['1'],Neutral
Acton,17,Dr. Flint,Nominal,['1'],Neutral
Acton,17,Möhler,Nominal,['1'],Neutral
Acton,17,Newman,Nominal,['1'],Neutral
Acton,2,Napoleon,Nominal,['1'],Neutral
Acton,10,Luther and the Reformers,Nominal,['1'],Positive
Acton,10,Unidentified,Verbal,['2'],Neutral
Acton,10,The Bible--Epistle to the Romans (xiv,Thematic,['3'],Neutral
Acton,5,John of Nassau,Verbal,['2'],Neutral
Acton,5,Unidentified Dutch Divines,Thematic,['3'],Neutral
Acton,5,Scrinium,Nominal,['1'],Neutral
Acton,5,Schenkel,Nominal,['2'],Neutral
Acton,5,Dyer,Verbal,['2'],Neutral
Acton,5,Henry,Thematic,['2'],Neutral
Acton,5,_De Haereticis an sint persequendi_,Nominal,['2'],Neutral
Acton,5,Heppe,Verbal,['2'],Neutral
Acton,5,Hallam,Thematic,['2'],Neutral
Acton,5,Schlosser,Nominal,['2'],Neutral
Acton,5,Baum,Verbal,['2'],Neutral
Acton,12,The Cardinal,Nominal,['1'],Neutral
Acton,12,The Patrie,Nominal,['1'],Neutral
Acton,11,Platen,Nominal,['1'],Neutral
Acton,11,Schlegel,Nominal,['1'],Neutral
Acton,11,Romantic philosophy,Thematic,['1'],Neutral
Acton,11,Herder,Nominal,['1'],Neutral
Acton,11,Schleiermacher,Nominal,['3'],Negative
Acton,15,Mr. Lea,Nominal,['1'],Neutral
Acton,15,Pani,Nominal,['1'],Neutral
Acton,15,Hefele,Nominal,['1'],Neutral
Acton,15,Gams,Nominal,['1'],Neutral
Acton,15,Du Boys,Nominal,['1'],Neutral
Acton,15,a Belgian,Nominal,['1'],Negative
Acton,15,Bergier,Nominal,['1'],Neutral
Acton,15,Newman,Nominal,['1'],Neutral
Acton,15,Leo XIII,Nominal,['1'],Positive
Acton,15,Ehrle,Nominal,['1'],Neutral
Acton,15,Schottmüller,Nominal,['1'],Neutral
Acton,15,École Française,Nominal,['1'],Neutral
Acton,15,"Abbé
Duchesne",Nominal,['1'],Neutral
Acton,15,Father Denifle,Nominal,['1'],Neutral
Acton,15,Albigensian crusade,Thematic,['3'],Neutral
Acton,15,Templars,Thematic,['3'],Neutral
Acton,15,Franciscan movement,Thematic,['3'],Neutral
Acton,15,Dante,Thematic,['3'],Neutral
Acton,4,God,Nominal,['1'],Neutral
Acton,4,Charles,Nominal,['1'],Neutral
Acton,4,Theodosius,Nominal,['1'],Neutral
Acton,4,Calvinists,Nominal,['1'],Negative
Acton,4,Charles IX,Nominal,['1'],Neutral
Acton,4,Edmond Auger,Nominal,['1'],Negative
Acton,4,Jesuits,Nominal,['1'],Neutral
Acton,4,Montpezat,Nominal,['1'],Negative
Acton,4,Guienne,Nominal,['1'],Neutral
Acton,4,Huguenots,Nominal,['1'],Negative
Acton,4,Ferralz,Nominal,['1'],Neutral
Acton,4,Rome,Verbal,['2'],Neutral
Acton,4,Pope,Thematic,['3'],Positive
Acton,4,Jesuit,Nominal,['1'],Neutral
Acton,13,Lamennais,Nominal,['1'],Neutral
Acton,13,Holy See,Verbal,['2'],Neutral
Acton,3,Phaleas,Nominal,['1'],Neutral
Acton,3,Plato,Thematic,['3'],Neutral
Acton,3,Aristotle,Nominal,['1'],Neutral
Acton,3,Solon,Thematic,['2'],Neutral
Acton,3,Pericles,Nominal,['2'],Positive
Acton,11,Lasaulx,Nominal,['2'],Positive
Acton,11,Caspari of Christiania,Nominal,['2'],Positive
Acton,11,Conrad Maurer,Nominal,['2'],Positive
Acton,11,Bugge,Nominal,['2'],Positive
Acton,11,Hellenist,Thematic,['3'],Negative
Acton,11,Forbes,Nominal,['2'],Neutral
Acton,11,Liddon,Nominal,['2'],Neutral
Acton,11,De Maistre,Nominal,['1'],Neutral
Acton,11,Perrone,Nominal,['1'],Neutral
Acton,11,Mignet,Nominal,['2'],Positive
Acton,11,Laurent,Nominal,['2'],Positive
Acton,11,Ferrari,Nominal,['2'],Positive
Acton,11,Taine,Nominal,['2'],Positive
Acton,11,Renan,Nominal,['1'],Neutral
Acton,11,Burke,Nominal,['3'],Positive
Acton,11,Newman,Nominal,['2'],Positive
Acton,13,Lamennais,Nominal,['3'],Negative
Acton,13,Catholicism in France,Thematic,['2'],Neutral
Acton,13,Bautain,Thematic,['3'],Neutral
Acton,13,Rosmini,Nominal,['1'],Neutral
Acton,13,Günther,Nominal,['1'],Neutral
Acton,13,Frohschammer,Nominal,['3'],Positive
Acton,13,Ultramontanism,Nominal,['2'],Neutral
Acton,4,Unidentified,Nominal,['1'],Neutral
Acton,4,Philip II,Nominal,['2'],Positive
Acton,4,Coligny,Nominal,['2'],Neutral
Acton,4,Charles (most likely referring to Charles IX of,Nominal,['1'],Neutral
Acton,4,Ayamonte,Nominal,['2'],Neutral
Acton,4,Juan and Diego de Zuñiga,Nominal,['2'],Neutral
Acton,4,General of the Franciscans,Nominal,['1'],Neutral
Acton,4,Mendoça,Nominal,['1'],Positive
Acton,4,Mariana,Nominal,['2'],Positive
Acton,11,Kirche und Kirchen,Nominal,['1'],Neutral
Acton,11,Radowitz,Nominal,['1'],Positive
Acton,11,Capponi,Nominal,['1'],Positive
Acton,11,Tocqueville,Nominal,['1'],Positive
Acton,11,Antonelli,Nominal,['1'],Neutral
Acton,11,Mérode,Nominal,['1'],Neutral
Acton,11,Petrarca,Nominal,['1'],Neutral
Acton,11,Socrates,Nominal,['1'],Neutral
Acton,11,Cicero,Nominal,['1'],Neutral
Acton,11,St. Augustine,Nominal,['1'],Neutral
Acton,11,Phocion,Nominal,['1'],Neutral
Acton,11,Dunstan,Nominal,['1'],Neutral
Acton,11,Richelieu,Nominal,['1'],Neutral
Acton,11,Swift,Nominal,['1'],Neutral
Acton,11,Döllinger,Nominal,['1'],Neutral
Acton,11,Kampschulte,Nominal,['1'],Neutral
Acton,11,Kolde,Nominal,['1'],Neutral
Acton,3,Ethics,Nominal,['1'],Neutral
Acton,3,Politics,Verbal,['2'],Neutral
Acton,3,Plato,Thematic,['3'],Negative
Acton,3,Cicero,Nominal,['2'],Neutral
Acton,3,St.,Verbal,['2'],Neutral
Acton,5,The Bible,Nominal,['2'],Neutral
Acton,5,Mosaic code,Verbal,['2'],Neutral
Acton,5,Confession of Schmalkald,Thematic,['4'],Neutral
Acton,5,Apology of,Nominal,['1'],Neutral
Acton,11,De Maistre,Nominal,['1'],Negative
Acton,11,Roman censorship,Nominal,['1'],Negative
Acton,11,Leo X.,Nominal,['1'],Negative
Acton,11,Luther,Nominal,['1'],Positive
Acton,11,Döllinger,Nominal,['3'],Positive
Acton,11,Möhler,Nominal,['3'],Neutral
Acton,11,Göttingen and Berlin,Nominal,['1'],Neutral
Acton,11,Planck,Nominal,['1'],Neutral
Acton,11,Bossuet,Nominal,['1'],Neutral
Acton,11,Richer,Nominal,['1'],Neutral
Acton,11,Launoy,Nominal,['1'],Neutral
Acton,11,Dupin,Nominal,['1'],Neutral
Acton,11,Baronius,Nominal,['3'],Neutral
Acton,11,Jesuits,Nominal,['3'],Negative
Acton,11,Jansenism,Nominal,['3'],Negative
Acton,11,Fênelon,Nominal,['3'],Positive
Acton,11,Fénelon's,Nominal,['1'],Neutral
Acton,11,Unigenitus,Nominal,['1'],Neutral
Acton,11,Quesnel,Nominal,['1'],Neutral
Acton,12,Cardinal,Nominal,['1'],Neutral
Acton,12,Prefect of Propaganda,Verbal,['2'],Neutral
Acton,12,English bishops,Thematic,['3'],Neutral
Acton,12,Catholic,Nominal,['1'],Neutral
Acton,15,Mr. Lea,Nominal,['3'],Negative
Acton,15,Maryland,Nominal,['1'],Neutral
Acton,15,Rhode Island,Nominal,['1'],Neutral
Acton,15,Pennsylvania,Nominal,['1'],Neutral
Acton,15,The,Nominal,['1'],Neutral
Acton,15,The Mountain (,Nominal,['1'],Neutral
Acton,15,The mediæval Church,Nominal,['3'],Negative
Acton,15,The first Leo,Nominal,['3'],Negative
Acton,10,Hadrian VI,Nominal,['1'],Neutral
Acton,10,Pius IX,Nominal,['1'],Neutral
Acton,2,Declaration of Independence,Nominal,['2'],Neutral
Acton,2,Spaniards,Verbal,['2'],Neutral
Acton,2,Republics and,Thematic,['3'],Neutral
Acton,2,Political economy,Nominal,['2'],Neutral
Acton,2,Louis XVI,Verbal,['2'],Negative
Acton,2,France,Thematic,['2'],Negative
Acton,17,Stahl,Nominal,['1'],Neutral
Acton,17,Cousin,Verbal,['2'],Neutral
Acton,17,Cournot,Thematic,['3'],Neutral
Acton,5,Pr. in Michaeam,Nominal,['1'],Neutral
Acton,5,Calvin,Verbal,['3'],Neutral
Acton,5,Luther,Thematic,['1'],Negative
Acton,5,Melanchthon,Nominal,['3'],Neutral
Acton,5,Antéchrist de,Verbal,['2'],Neutral
Acton,6,St. Jerome,Verbal,['2'],Neutral
Acton,14,Archbishop Manning,Nominal,['3'],Negative
Acton,14,Rauscher,Nominal,['1'],Neutral
Acton,14,Schwarzenberg,Nominal,['1'],Neutral
Acton,14,Hefele,Nominal,['1'],Neutral
Acton,14,Ketteler,Nominal,['1'],Neutral
Acton,14,Kenrick,Nominal,['1'],Neutral
Acton,14,Several English bishops,Nominal,['1'],Positive
Acton,14,The Archbishop of St. Louis,Nominal,['3'],Neutral
Acton,15,Bishop Wilberforce,Nominal,['1'],Neutral
Acton,15,Earl of Beaconsfield,Nominal,['1'],Neutral
Acton,15,Utrecht Psalter,Nominal,['2'],Neutral
Acton,15,Mr. Disraeli,Nominal,['1'],Neutral
Acton,15,Mr. Lea,Verbal,['2'],Neutral
Acton,15,HENRY CHARLES LEA,Nominal,['3'],Neutral
Acton,15,Buckle,Nominal,['3'],Neutral
Acton,15,M. Molinier,Nominal,['3'],Neutral
Acton,6,Catholic religion,Nominal,['1'],Neutral
Acton,6,France,Nominal,['1'],Neutral
Acton,6,Spain,Nominal,['1'],Neutral
Acton,6,Naples,Nominal,['1'],Neutral
Acton,6,England,Nominal,['1'],Neutral
Acton,6,Holland,Nominal,['1'],Neutral
Acton,6,Prussia,Nominal,['1'],Neutral
Acton,6,Charles Krauthammer,Nominal,['1'],Neutral
Acton,8,lex talionis,Nominal,['1'],Neutral
Acton,8,Mr. Goldwin Smith,Nominal,['3'],Positive
Acton,8,State Church of Ireland,Verbal,['3'],Negative
Acton,8,Catholic,Thematic,['3'],Neutral
Acton,8,Aristotle,Nominal,['1'],Neutral
Acton,8,Jewish chronicles,Thematic,['3'],Neutral
Acton,8,Grecian legislators,Nominal,['1'],Neutral
Acton,8,Roman code,Thematic,['3'],Neutral
Acton,8,Unidentified,Nominal,['1'],Neutral
Acton,14,Protestantes,Nominal,['3'],Negative
Acton,14,Ecclesiae,Nominal,['3'],Positive
Acton,14,humanismo,Nominal,['3'],Neutral
Acton,14,classicismo,Nominal,['3'],Neutral
Acton,14,Voltarii,Nominal,['3'],Neutral
Acton,14,encyclopaedistarum,Nominal,['3'],Neutral
Acton,14,Leibnitius,Nominal,['3'],Positive
Acton,14,Augustini,Nominal,['3'],Positive
Acton,14,Iesum Christum Dominum nostrum,Nominal,['3'],Positive
Acton,6,Reformation,Nominal,['1'],Neutral
Acton,6,Roman law,Nominal,['1'],Neutral
Acton,6,Heathen philosophy,Nominal,['1'],Neutral
Acton,14,Döllinger,Nominal,['1'],Neutral
Acton,14,Father Hötzl,Verbal,['2'],Neutral
Acton,6,De Gub. Dei,Verbal,['2'],Negative
Acton,6,Unidentified,Verbal,['2'],Neutral
Acton,5,Hundeshagen,Nominal,['2'],Neutral
Acton,5,Institutio Christianae Religionis,Verbal,['2'],Neutral
Acton,5,"Praelectiones in
Prophetas Opera",Thematic,['3'],Neutral
Acton,5,Anabaptists,Nominal,['1'],Negative
Acton,5,Pr. in Michaeam,Verbal,['2'],Negative
Acton,5,Institutio,Thematic,['3'],Neutral
Acton,2,Adam Smith,Nominal,['1'],Neutral
Acton,2,Sieyès,Nominal,['1'],Neutral
Acton,2,Rousseau,Nominal,['1'],Neutral
Acton,2,Marat,Nominal,['1'],Negative
Acton,2,Essenes,Nominal,['1'],Positive
Acton,2,Early Christians,Nominal,['1'],Positive
Acton,2,Fathers and Canonists and Friars,Nominal,['1'],Positive
Acton,2,Erasmus,Nominal,['1'],Positive
Acton,2,Sir Thomas More,Nominal,['1'],Positive
Acton,2,Fénelon,Nominal,['1'],Positive
Acton,10,Unidentified,Nominal,['1'],Neutral
Acton,17,Dr. Flint,Nominal,['3'],Neutral
Acton,17,Daniel,Thematic,['1'],Neutral
Acton,17,Velly,Nominal,['1'],Neutral
Acton,17,Condorcet,Thematic,['2'],Neutral
Acton,17,Cousin,Nominal,['3'],Neutral
Acton,17,Schelling,Thematic,['3'],Neutral
Acton,17,Ballanche,Nominal,['3'],Positive
Acton,15,Mr. Lea,Nominal,['1'],Neutral
Acton,15,Catechism of Saint Sulpice,Nominal,['1'],Neutral
Acton,15,the philosopher,Nominal,['1'],Neutral
Acton,15,Hus,Nominal,['1'],Neutral
Acton,15,the council,Nominal,['1'],Neutral
Acton,15,the Holy See,Nominal,['1'],Neutral
Acton,15,the Inquisition,Nominal,['1'],Neutral
Acton,15,the emperor,Nominal,['1'],Neutral
Acton,15,Bohemia,Nominal,['1'],Neutral
Acton,15,"the good
fathers of Constance",Nominal,['1'],Neutral
Acton,12,The Patrie,Nominal,['1'],Neutral
Acton,12,The Home and Foreign Review,Nominal,['1'],Neutral
Acton,12,Catholic Church,Nominal,['1'],Neutral
Acton,11,Möhler,Nominal,['3'],Positive
Acton,11,_Symbolik_,Nominal,['2'],Neutral
Acton,11,Döllinger,Nominal,['2'],Positive
Acton,5,Anabaptists,Nominal,['2'],Neutral
Acton,5,Catholics,Nominal,['2'],Neutral
Acton,5,Osiander,Nominal,['3'],Neutral
Acton,5,Luther,Nominal,['3'],Neutral
Acton,5,Margrave of,Nominal,['1'],Neutral
Acton,3,Socratic school,Nominal,['3'],Positive
Acton,3,States of Greece,Nominal,['1'],Neutral
Acton,3,Zeno,Nominal,['3'],Positive
Acton,11,Cromwell,Thematic,['1'],Neutral
Acton,11,Shaftesbury,Thematic,['1'],Neutral
Acton,11,Sunderland,Thematic,['1'],Neutral
Acton,11,Penn,Thematic,['1'],Neutral
Acton,11,Döllinger,Thematic,['3'],Positive
Acton,11,Ferdinand I,Thematic,['1'],Neutral
Acton,11,Ferdinand II,Thematic,['1'],Neutral
Acton,11,Henry III,Thematic,['1'],Neutral
Acton,11,Lewis XIII,Thematic,['1'],Neutral
Acton,11,Elizabeth,Thematic,['1'],Neutral
Acton,11,Mary,Thematic,['1'],Neutral
Acton,11,William III,Thematic,['1'],Neutral
Acton,11,De Witt,Thematic,['1'],Neutral
Acton,11,Lewis XIV,Thematic,['1'],Neutral
Acton,11,James II,Thematic,['3'],Neutral
Acton,11,Unidentified,Nominal,['1'],Neutral
Acton,4,Guise,Thematic,['3'],Neutral
Acton,4,Ferrières,Thematic,['3'],Neutral
Acton,4,Montgomery,Thematic,['3'],Neutral
Acton,4,Nevers,Thematic,['3'],Neutral
Acton,4,Nuncio,Thematic,['3'],Neutral
Acton,4,Pope,Nominal,['1'],Neutral
Acton,4,King,Nominal,['1'],Neutral
Acton,4,Christians,Nominal,['1'],Neutral
Acton,4,Huguenots,Nominal,['1'],Neutral
Acton,13,Gallicanism,Nominal,['3'],Neutral
Acton,13,_Avenir_,Nominal,['3'],Neutral
Acton,13,Polish Revolution,Nominal,['1'],Neutral
Acton,13,Gregory XVI,Nominal,['1'],Negative
Acton,13,Catholic Church,Nominal,['3'],Negative
Acton,4,Salviati,Nominal,['1'],Neutral
Acton,4,Muretus,Nominal,['1'],Neutral
Acton,4,Boccapaduli,Nominal,['1'],Neutral
Acton,9,Rousseau,Nominal,['2'],Neutral
Acton,9,Baboeuf,Thematic,['2'],Neutral
Acton,9,Mazzini,Nominal,['2'],Neutral
Acton,11,English Historical Review,Nominal,['1'],Neutral
Acton,3,Rome,Nominal,['1'],Neutral
Acton,3,Geneva,Nominal,['1'],Neutral
Acton,3,Selden,Nominal,['1'],Neutral
Acton,3,Prynne,Nominal,['1'],Neutral
Acton,3,Puritan statesmen,Nominal,['1'],Neutral
Acton,3,Independents,Nominal,['4'],Neutral
Acton,3,Plantagenets,Nominal,['1'],Neutral
Acton,3,Cromwell,Nominal,['2'],Neutral
Acton,3,John Lilburne,Nominal,['2'],Neutral
Acton,3,Charles Stuart,Nominal,['2'],Neutral
Acton,4,Catholic writers,Nominal,['1'],Neutral
Acton,4,Sixtus V.,Nominal,['1'],Neutral
Acton,13,Ultramontanism,Nominal,['3'],Negative
Acton,13,Gallicanism,Verbal,['3'],Negative
Acton,13,Joubert,Thematic,['3'],Positive
Acton,7,Paul Sadolet,Nominal,['2'],Neutral
Acton,7,Cardinal Farnese,Nominal,['2'],Neutral
Acton,7,Melanchthon,Nominal,['3'],Neutral
Acton,7,Swedish bishops,Nominal,['3'],Negative
Acton,7,Mariana,Nominal,['3'],Neutral
Acton,7,Maffei,Nominal,['3'],Neutral
Acton,3,Plato,Nominal,['1'],Negative
Acton,3,God,Nominal,['1'],Neutral
Acton,11,Uhhorn,Nominal,['2'],Neutral
Acton,11,Newman,Nominal,['3'],Positive
Acton,11,Döllinger,Nominal,['3'],Neutral
Acton,11,Möhler,Nominal,['2'],Positive
Acton,11,Lutheranism,Nominal,['1'],Neutral
Acton,11,Islamism,Nominal,['1'],Neutral
Acton,11,Roman,Nominal,['1'],Neutral
Acton,11,Montalembert,Nominal,['1'],Neutral
Acton,11,Dieu,Verbal,['2'],Neutral
Acton,11,Döllinger,Thematic,['3'],Neutral
Acton,12,The Patrie,Nominal,['1'],Neutral
Acton,12,Cardinal Wiseman,Verbal,['2'],Neutral
Acton,11,Luther,Nominal,['3'],Positive
Acton,11,Tetzel,Verbal,['3'],Neutral
Acton,11,Möhler,Thematic,['2'],Neutral
Acton,12,Catholics,Nominal,['1'],Neutral
Acton,15,Digby - _Mores Catholici_,Nominal,['2'],Negative
Acton,15,_Origines de la France Contemporaine_,Nominal,['1'],Negative
Acton,15,Conrad of Marburg,Nominal,['1'],Neutral
Acton,15,Saint Elizabeth,Nominal,['4'],Neutral
Acton,15,Guala,Nominal,['1'],Neutral
Acton,15,Raymond,Nominal,['1'],Neutral
Acton,15,Council of Constance,Nominal,['1'],Neutral
Acton,15,University of,Nominal,['1'],Neutral
Acton,15,States-General,Nominal,['1'],Neutral
Acton,15,House of Commons,Nominal,['1'],Neutral
Acton,15,Ximenes,Nominal,['1'],Neutral
Acton,15,Vives,Nominal,['1'],Positive
Acton,15,Fisher,Nominal,['1'],Negative
Acton,15,Luther,Nominal,['1'],Negative
Acton,5,De Wette,Nominal,['1'],Neutral
Acton,5,Riffel _Kirchengeschichte_,Verbal,['2'],Neutral
Acton,5,_Table-Talk_,Thematic,['3'],Neutral
Acton,5,Bretschneider,Nominal,['1'],Neutral
Acton,5,Jews,Verbal,['2'],Neutral
Acton,5,Christians,Thematic,['3'],Neutral
Acton,5,Anabaptists,Nominal,['1'],Neutral
Acton,5,Dux Fridericus,Verbal,['2'],Neutral
Acton,5,Brentius,Thematic,['3'],Neutral
Acton,2,England,Nominal,['1'],Neutral
Acton,2,France,Nominal,['1'],Neutral
Acton,2,United States,Nominal,['1'],Neutral
Acton,2,Louis Philippe,Nominal,['1'],Neutral
Acton,2,Lafayette,Nominal,['1'],Neutral
Acton,2,Monroe,Nominal,['1'],Neutral
Acton,2,Stuarts,Nominal,['1'],Neutral
Acton,10,Providence,Nominal,['1'],Positive
Acton,10,modern French institutions,Nominal,['1'],Neutral
Acton,10,mediæval hierarchy,Nominal,['1'],Neutral
Acton,10,God,Nominal,['1'],Positive
Acton,10,Catholic Church,Nominal,['1'],Neutral
Acton,10,_sanabilibus laboramus malis_,Nominal,['1'],Positive
Acton,10,Calvinists,Thematic,['2'],Neutral
Acton,10,Roman code,Thematic,['2'],Neutral
Acton,10,common law,Thematic,['2'],Positive
Acton,10,Anglicanism,Thematic,['2'],Neutral
Acton,10,Catholic,Thematic,['3'],Neutral
Acton,10,Reformation,Thematic,['2'],Neutral
Acton,10,Geneva,Thematic,['1'],Neutral
Acton,10,Hooker,Nominal,['2'],Neutral
Acton,10,Charles Krauthammer,Nominal,['1'],Neutral
Acton,10,Aristotle,Nominal,['1'],Neutral
Acton,10,Boxhorn,Nominal,['2'],Neutral
Acton,5,Pestalozzi,Nominal,['2'],Neutral
Acton,5,Heinrich Bullinger,Verbal,['2'],Neutral
Acton,5,Socinus,Thematic,['2'],Neutral
Acton,5,Lutherans,Nominal,['2'],Neutral
Acton,5,Herzog,Verbal,['2'],Neutral
Acton,5,Leben Oekolampads,Thematic,['2'],Neutral
Acton,14,Univers,Nominal,['1'],Neutral
Acton,14,Gratry,Verbal,['2'],Neutral
Acton,14,Unidentified,Thematic,['3'],Neutral
Acton,6,Liberal Governments of the Continent,Nominal,['2'],Negative
Acton,6,Catholic Ages,Nominal,['2'],Positive
Acton,6,Teutonic,Nominal,['1'],Neutral
Acton,6,The Stuarts,Nominal,['2'],Negative
Acton,6,Puritans,Nominal,['2'],Negative
Acton,6,Levellers,Nominal,['2'],Negative
Acton,6,Middle Ages,Nominal,['1'],Positive
Acton,6,Revolution of,Nominal,['1'],Neutral
Acton,6,Charles I,Nominal,['2'],Neutral
Acton,6,absolute monarchy,Nominal,['2'],Negative
Acton,6,fanatical democracy,Nominal,['2'],Negative
Acton,6,established Church,Nominal,['2'],Neutral
Acton,6,Protestants,Nominal,['2'],Neutral
Acton,6,Catholics,Nominal,['2'],Positive
Acton,1,Sophocles,Nominal,['1'],Neutral
Acton,1,Plato,Nominal,['1'],Neutral
Acton,1,Seneca,Nominal,['1'],Neutral
Acton,1,Christian Churches,Nominal,['2'],Positive
Acton,1,Galilee,Nominal,['4'],Neutral
Acton,14,Strossmayer,Nominal,['1'],Neutral
Acton,14,Protestants,Verbal,['2'],Neutral
Acton,14,Catholics,Thematic,['3'],Neutral
Acton,14,"German
Jesuit—Kleutgen",Nominal,['1'],Neutral
Acton,14,Jesuits,Verbal,['2'],Neutral
Acton,14,Pope,Thematic,['3'],Neutral
Acton,14,Bishop of Brixen,Nominal,['1'],Neutral
Acton,14,Holy See,Verbal,['2'],Neutral
Acton,6,Athanas.,Nominal,['1'],Neutral
Acton,6,Chrysostom,Verbal,['2'],Neutral
Acton,6,Catholic religion,Nominal,['2'],Positive
Acton,6,Christianity,Nominal,['2'],Neutral
Acton,6,Mahometanism,Nominal,['2'],Neutral
Acton,6,China (as a,Nominal,['1'],Neutral
Acton,6,Natives of California,Nominal,['2'],Positive
Acton,6,Paraguay,Nominal,['2'],Positive
Acton,14,Unidentified,Nominal,['1'],Neutral
Acton,8,Unidentified,Nominal,['1'],Neutral
Acton,13,Catholic Church,Nominal,['2'],Positive
Acton,13,Holy See,Nominal,['2'],Neutral
Acton,13,Home and Foreign Review,Nominal,['4'],Positive
Acton,1,Christianity,Nominal,['2'],Positive
Acton,1,Pericles,Nominal,['2'],Positive
Acton,8,Mr. Goldwin Smith,Nominal,['1'],Neutral
Acton,8,Mr. Goldwin Smith,Nominal,['1'],Neutral
Acton,8,Christianity,Verbal,['2'],Neutral
Acton,8,Brehon law,Thematic,['3'],Neutral
Acton,8,Roman maxim _princeps legibus solutus_,Nominal,['1'],Neutral
Acton,14,Jews,Nominal,['2'],Neutral
Acton,14,Archbishop of Cologne,Nominal,['2'],Neutral
Acton,6,Catholic,Thematic,['3'],Neutral
Acton,6,Rome,Thematic,['3'],Neutral
Acton,6,Teutonic,Thematic,['3'],Neutral
Acton,6,_Respublica Christiana_,Thematic,['3'],Neutral
Acton,6,Pope,Thematic,['3'],Neutral
Acton,13,Home and Foreign Review,Nominal,['2'],Neutral
Acton,13,Lamennais,Nominal,['2'],Neutral
Acton,1,Christianity,Nominal,['2'],Positive
Acton,1,Chrysostom,Nominal,['2'],Neutral
Acton,6,Tertullian,Nominal,['2'],Neutral
Acton,6,Augustine,Verbal,['2'],Neutral
Acton,6,Lactantius,Thematic,['2'],Neutral
Acton,6,Ambrose,Nominal,['2'],Neutral
